text,x,y
Hi  I’m not able to book an online delivery for Monday. All slots showing as unavailable !!??,4.812236,-3.2486656
"Hello,my grocery shopping should have been delivered tonight 8-9pm but still not here.On hold with your service team for 8mins...",4.4102783,-2.1829185
Really need a contact number that works for the Bow Road Merchant Quarter Express that works. Lost wallet,1.2177908,-4.0540543
how can you not allow an e voucher that you gave as a goodwill gesture to use on my shop you have lost my custom never again online,1.2047383,-3.3938484
"Never shopping  ever again, there a disgrace #neveragain",1.5220965,-0.95717585
do any of your petrol stations have diesel momentum only ever see petrol momentum. Thanks,0.8068105,-2.7393644
Supermarkets front loading sandwiches to look fuller than they are is such a cheap trick!  https://t.co/o6HLn5qIYw,-1.8430268,1.3216312
wtf is that in my pasta salad? I’m a bit scared to open it https://t.co/8xT2buyH07,-1.9692819,2.6606576
Tesco just substituted my pumpkin with a butternut squash...  please can you provide instructional video on how to carve? #halloween https://t.co/y75ZHAE5No,0.28569007,1.156347
Problem resolved overnight by  customer service.  Very responsive https://t.co/G7korC62Kw,3.2254617,-3.7088344
it has taken me 2 and a half days so far to try and do my online shop. The website is not loading properly still and i now have the error page yet again. Please can someone sort it out,2.9569082,-4.003978
delivery this evening running an hour late!!! I’m getting peckish.... 😡,4.502289,-1.8871948
Where the f r i c k is my Mario Odyssey game,4.2353516,-3.7148542
what’s the point in your pizza counter. Opening hours say 8pm again closed at 7.20. That’s three weeks in a row.,2.7994967,-1.5208136
What have you done to your grocery shopping website? 1. Shopping lists gone.,2.5010514,-4.937581
@sainsburys your Christmas tree in your Rhyl store is beyond pathetic! Where is your Christmas spirit like  and @117249,1.1328943,0.09059437
@tesco who do you think will win tonight? #gbbofinal,2.0573893,-1.0818412
@tesco trying to use my colleague thankyou vouchers on my grocery shop and getting this message on them all https://t.co/eboGTn5vGV,1.98643,-2.8168833
"Hi, I wonder if you can help me? I just tried to do my weekly shop online but it says all slots are unavailable until Wednesday?",4.7764955,-3.3141024
hi i ordered a club card a while ago and it''s still not arrived yet! any idea whats happened?,0.8322202,-4.104997
is it normal for the chickens head still to be attached to yoir roast chickens that you sell? I actually felt sick! Talk about putting you off your tea! https://t.co/uAOwjhkkLV,-2.704611,1.3505127
why can I not buy a 5p bag if I use self service? Surely it is my choice and I don't appreciate having to pay double for a bag.,2.0930421,2.5344656
when do you stop accepting the old £1 coins?,-0.4049888,-2.9540365
@AldiUK Please can you ask the Stretford Mall (Manchester) store to increase their vegan range? The nearby Tesco has closed and so now our only local option is the Aldi. We know other locals in the same boat :),-1.7849462,-0.10157313
where is the tropical robinson's fruit and barley. What have you done with it,-0.65150124,3.4908001
Really disappointing service from one of your online customer service team. Was made to feel I should just accept 45 min delay.,4.3418875,-1.7374454
"how disappointing your ham hock &amp; spiced orange chutney sandwich is, more spinach than ham and chutney! 😔",-1.5531805,1.4069326
do you instruct all your delivery drivers to not even reduce speed for a zebra crossing and juat swerve the people on it??,4.377907,-0.31987354
logged in to check out some club card deals and seen you have flights from @4157 thinking of booking is it like a private charter? https://t.co/ADHUAixJNg,0.95064145,-3.941807
Shame I can no longer do online shopping with  - the updates you've made to the website make it impossible!!! 😡,3.0798075,-4.3731227
"just a thought, when people buy cigarettes why not put them in a bag like you do with the bleech! Yet again not all there!#!",3.3268175,-1.0107323
streatham @133684 no coffee again - will machine ever get fixed?!?! Wasted diversion!,1.5532167,-0.3594658
Hello can you please advise if you are getting any Nintendo Classic Mini Entertainment System NES in stock before Christmas?,1.1658869,-1.8470005
Anyone else got a vegan advent calendar from  and their chocolate looks like this?🙄 #vegan https://t.co/eKXagYoO0H,-1.3605822,-1.3342383
"help!
How do I see all my grocery favourites in a single page and not 10+ pages on the new site please?",2.5946057,-4.86425
Some wasteman has egged the cash machine at my local  ... imagine how mad you've got to be at your bank balance to egg a cash machine,-0.267443,-3.0024502
"website seems to be down again, just as I was due to check out. 
Don't think much to the new site",3.2695997,-4.441168
is there any chance to still buy it and get the game later on. Or will I just go elsewhere?,4.5086713,-4.394876
please inform your lorry drivers that it isn’t at all attractive to beep at young girls on their way to college in the mornings😂..,4.237897,-0.2678658
Guess shopping at #Sainsbury better and safer than shopping   @1547 etc if they back to using 2Sisters  #itvnews,1.0817181,-0.8509892
Hi @154440 so excited to see this outside my office but can't find it locally  @sainsburys pls halp transform my colleagues' lives https://t.co/Nwx6HHfQI1,0.77574176,-0.1964482
"why don't you sell birdseye chick and veg pies at Gt Harwood shop,hubby traumatised to have to go 2 supermarkets on a Saturday aft 😁",-2.6395695,1.0820185
groceries delivered all perfect. Whilst unpacking found another customers full bag of used carrier bags delivered to me. Will I be charged 4 the extra bags or refunded for this,2.0528948,2.383098
"your Southgate Tesco express branch isn’t open and it’s alarm 🚨 is going off, just thought I would let you know",2.5004632,-1.578786
Why has  ruined their mixed nuts by rplacing wlnute with peanuts. Yuk. Cheap. Last bag I buy.,-0.023499774,2.685906
"Hi  , pretty disappointed that you only sell thinsulate gloves for me men, and only sell ear muffs for girls? What about ladies fingers and little boys ears?! #eastgate",1.3492967,1.017204
please can you bring back the Wild Boar Pâté? It was a favourite in my house at #Christmas 😋,0.22431989,0.7736706
"I'm trying to order Xmas presents but it keeps coming up ""we couldn't find delivery options. Please choose different address"" https://t.co/zsrmaHZHLU",5.1785088,-2.8880112
"Hi , I just bought some peppers in #Swindon &amp; one is mouldy inside (BBE 20-Oct). Not done for refund; worth you checking your stocks. https://t.co/lNa1p0RnSR",-1.1415027,2.8793576
Boring adult tweet now but the quality of chicken from  has been consistently terrible for months. Always tough and tasteless.,-2.8151956,1.3746042
"Just bought this box of mince pies from , only three in there and one doesn't have a foil case! https://t.co/7onQOnp53C",-0.19589213,0.99042344
absolutely terrible service this evening. Only just received (at 10:15pm) our delivery that was booked for 8-9pm. (Continued),4.442578,-1.6628124
usual online saga of trying to pay for grocery shop.This has been on going for the last 2 months to the point I have now jumped ship!,2.5121279,-4.2399774
why in your cafe does the standard breakfast come with just half a slice of toast? Slightly disappointed to be honest with this.,-0.98327327,0.65935296
No trolleys or baskets at entrance at Arena Park right now.  Very poor. @tesco,3.2266092,0.14326057
Oh dear  #spelling https://t.co/pjNeiKNPdB,2.2187746,0.5017254
"order was a no-show this AM, called to ask why &amp; call operator couldn’t reach local store. Now left without groceries or explanation.",3.8990316,-1.9683653
#healthylivingoption #chicken #salad #sandwich #whereisthesalad https://t.co/bekwvynBSY,-2.27564,1.6459696
i bought some of ur still strawberry water and it’s actually mildly fizzy??? i don’t mind but i just wanted to know if it’s gonna make me sick or if thats normal??? it was 100% sealed before opening it so i assume it’s fine,-0.66821873,2.8875198
"Ok,tried to show it said ‘entire range’ on voucher but asst seemed unwilling to go back to mgr! Queue forming/embarrassing @564714 https://t.co/RLm3gserdh",1.4612029,-2.9277885
"Hi, I bought a meal deal with a contactless card. It then asked me to insert card (card new today) and enter pin. Looking at banking app shows you've charged me twice (didn't get a receipt but have banking app evidence). What do I do?! #thanks",3.1330087,-2.8271894
"TescoDirect website rubbish - wont take order, can't do it over phone and it's confused by me using a Tesco Credit Card. LOST SALE!",2.206726,-2.5290306
This is what  call a marrow!I've seen bigger courgettes.and they have the gall to charge £1.25 for it. https://t.co/oC6slQ7g7g,-0.8954627,-0.01166865
"Getting so fed up with explaining to staff and managers  express Manford Way, Hainault that their Free from section should not have random non free from products on the shelves!!! 3 years now!!!",0.1586264,-0.34248695
"shopping delivered &amp; put away before it was actually due, thanks! xxx",4.0222025,-1.9352107
went to buy another baby bath seat but told they are recalled &amp; not for sale. What happens to my old one?? Do I return to store?,3.1082776,-2.4081705
how? https://t.co/4yXZSMlb5t,3.5654097,1.8942367
sent you a dm,5.266769,1.6098742
"I was just about to eat this sandwich, it's full of mould  #disgusted https://t.co/pAPBsWKqoC",-1.7100239,1.0378009
"hi, ordered something to be delivered to a store. Got an email to say it had arrived. Went to store yeadterday but it was t there.",3.9824705,-2.676285
"What’s going on  no fresh rolls or baguettes in your quedgeley Gloucester store this morning,not impressed no staff or sign to say why",-0.5259006,0.32128736
"That's brilliant @910 seeing some sense, we need all other fuel stations to follow including the supermarkets  @117249 @sainsburys https://t.co/XL3vQP9ep4",0.7951194,-0.38320062
I know it’s not strawberry season but this is ridiculous! Do you have hungry staff packing your fruit? Hardly going to get 1 of my 5 a day with that war ration! 🙁 https://t.co/VdQ3AFXj8i,-1.0479107,3.4394891
Sorry  when I buy a “Southern Fried Chicken Sub” I expect there to be more than 3 measly bits of chicken in my sub.. https://t.co/Dhal4yFW0x,-2.7400894,1.5600562
"Erm,  I think this delivery driver is lost? I live in Ravda, Bulgaria, which is pretty much 1738miles from my local store... according to @54702 

So many questions!!
Is the driver on overtime?
Can I get some @137069 please?
What Mpg does this bad boy get? https://t.co/qlmeMUfrLH",4.500876,-0.92409205
Ridiculous that  sold us mouldy cheese which is 2 months out of date!!! My brother accidently ate it as well!!!!!! https://t.co/whVivYdrSE,-1.6302109,0.4862504
Could not purchase the special Oasis edition of Q magazine as your system didn't recognise the barcode! Why is it on the shelf then?!,0.89231247,-4.0030107
Thanku Mrs Robinson&amp;Birch class from @296844 for a fabulous Farm to fork @44321  #explorethestore #fruitykebabs #lovemyjob https://t.co/8GQEENWKYt,0.25255975,0.8335794
so I see cars are still parking in the taxi pick up point in Newtownabbey!! Disgraceful!! The laziness of people is unbelievable!!! https://t.co/tdXjhv3EvM,4.0259633,-0.026651148
lincoln tech area is shite service ... Not the first time and not the first tweet about them....,3.0850077,-1.0966866
"It’s always me 🙄 I bought this kit from , ok I hold my hands up I’m a bit late making them lol, but there’s only 2 cake cases in there instead of 6. The most annoying bit, I’ve got no cases in the house and I’ve checked they aren’t stuck together 😂 https://t.co/zSer9oTMnh",-0.09380061,1.3254058
"was going to buy a vacuum cleaner but if you can’t be bothered to collect and provide trolley, I won’t bother #basics https://t.co/5Cv0Q0wOIY",3.3383155,0.40000138
When u buy wrapping paper from  and it doesn’t stick with sellotape. What the hell am I meant to use to wrap them up without it coming off. Disappointed https://t.co/7u9gjMZlKj,1.224712,2.5950906
@SpotifyCares I want to buy a Spotify gift card in central London. Where can I find them? Tried a couple of tescos and other supermarkets,0.9429922,-1.6193483
"Tesco kicks off “#EveryonesWelcome” Christmas campaign🎄. 

Learn more: https://t.co/VAgOdmBDgw https://t.co/8hZkWzG7jC",1.6551691,-0.14620009
are these refills still available please? Can't find in any Tesco store? https://t.co/7JgEzvsW0M,1.3395729,-1.2680099
we've been swindled.. chocolate digestive packet with a plain digestive in the middle of the pack!! #enemyinthecamp https://t.co/7Cr0TK16QU,-0.46621978,1.9260683
I've just found a live caterpillar in my salad bag!! https://t.co/RkSWbeBr4m,-1.8888072,3.172378
It's started. The big   has no green milk. PANIC. The zombies are coming.,-1.2501063,-0.6004453
"Just had to email @tesco because, as seems to be usual, there are missing items from my shop! I've never used @117249 online. Are you better?",1.7757698,-1.625257
"@256018 bought from Tesco on Renfield Street, Glasgow at around 08:30 this morning. 11 days out of date ?? 🤢🤢🤢 https://t.co/BIXenLUR0W",1.0840105,-1.2062612
I'm forever accidentally picking up quick cook pasta instead of normal and it ruins meals. Could you change the colour of packets?,-1.9844401,2.2043946
Pre-ordered Fire Emblem Warriors from  direct for release date delivery (today) and it's not even been dispatched yet 😢,4.2933526,-3.6059563
Great customer service from  on a order placed yesterday evening!  Can’t believe it’s ready to collect today! Well done! Great work with customer satisfaction!,3.786125,-2.4898808
Is there something wrong with your home delivery booking system? No slots available all the way through to Nov 3!!,4.8886857,-3.2118638
Bought these last week. Hoping the date doesn't say 2013 and has simply rubbed a bit off? But not hopeful as different fonts. Yuck! https://t.co/R5sPxDdl7Z,-0.8611274,1.2486633
really really frustrating packaging for your wraps! https://t.co/kjZj5ldKoq,1.0961162,2.415939
I spent 3 hours doing a tesco direct shop on 3 for 2 offer last night. Tried to checkout and your website crashed.   DM sent to ask if there was a problem with site. Was told the offer had been on for 3 days and I should have shopped earlier.   Outrageous customer service.,2.3392355,-2.9829738
"This entire adulting thing isn't going well. Spent an hour doing my online  shop, get to the check out half my stuff isn't even available! #whatisgoingon #adulting #nottheone",3.1843023,-3.7107584
Ordered something through Tesco Direct last Wednesday and still hasn’t arrived! Tried tracking the item and it says that no information is available! Please can someone get back to me?,2.3762233,-2.087996
If this is true  then your morals have sunk even lower... Actually have you even got any!?! https://t.co/ylBjA2rrve,1.0129571,1.4699386
very quiet. Did i hit a nerve? #justaskin,3.6558185,-0.5430034
bought Halloween mermaid costume didn't even last 1hour before it's completely frayed and come apart #VeryDisappointed #UpsetDaughter https://t.co/HM4t2ka5Ug,1.90444,0.9401672
So spend £300  but their bank hasn’t accepted payment yet it’s left mine 100%- no money now &amp; not getting my shopping- they’ve stolen my cash &amp; wont do anytging! I’ve not eaten in over 24 hours &amp; have cancer! Keep pre- authing £2s off my card constantly! A disgrace &amp; upset!,0.29497498,-2.7871342
"this possibly my most boring tweet ever. That aside, something's gone wrong with your page. https://t.co/olQcLy6Fpc",3.903848,1.5374413
do you sell all your garlic bread out of date? https://t.co/UYVGdGRSvZ,-1.4290915,0.50471216
we were supposed to receive our grocery delivery from 21.00-22.00..still hasn't arrived and no reason as to why! Please advise.,4.072379,-2.3298218
how can you get an email to say your order as been defpatched then get one then get one 7 hours later to say it’s been delayed  24 hr,3.8377862,-2.7014139
@tesco website down so ordered elsewhere 👏👏👏,1.6878114,-1.7499523
my call of duty case arrived smashed but dont want to return it as I’m playing the game :(,2.7506483,-2.9016037
I want to marry the nice welsh man that I just spoke to on the phone from . SUCH good customer service and I loved his accent,2.2399058,-0.3852986
I have been charged over £500 for using your calling card with @120872 I suppose each of you will bounce me from the other 😤😤😤😤!!!,0.47332913,-2.7691202
had the worst service a few times now from the same guy in your Keith store. Needs to be told #badservice,3.490115,-1.2869282
"Hi, just had these delivered and 4 of them are broken. How do I go about getting this sorted please? https://t.co/LqQiF4hAJS",3.566032,-2.8565433
Orden de detención internacional para esto. Y para el/la responsable. YA.  ¬¬ https://t.co/DsYG7qWu0n,1.8322926,-0.20809168
"Trying to place a grocery order &amp; keep getting an ""Error"" page. Tried multiple browsers. Can you please look into this urgently?",2.9110053,-4.169057
Is it possible to get copies of receipt? Bought champagne (on card) in store and shipped via FedEx. Item gone missing in transit but have no copy of receipt for proof for insurance.,2.5017931,-2.7962675
"Nearly got full on mowed down by a  delivery driver smashing through a red light, if I had earphones in I’d now not have a body. 🙂",4.40293,-0.4897768
Right  how do I make a complaint ?,3.9846482,-0.8363456
why do my ready to eat ripe bananas look like fuckingf cucumbers @tesco explain yourselves,0.08472612,3.6599748
"Can i get a follow  @117249 @sainsburys @Morrisons @117246 @AldiUK @117244 ,well who ever does is the best.",0.7515582,-0.1987201
"I see the priority slots for Christmas open on 26th, any idea what time they open at?",5.4400945,-2.625132
"wasting my time after driving 40 mile round trip to purchase something from one of your store, called to see if stock was available but was told due to a sale item they could not tell me if it was available. Went There, No stock, Yet still in stock on store website?? https://t.co/y8RmU2qTAk",0.95840186,-1.5635412
Hello i bought a curry from tesco and it tasted like kebab what should i do?,-1.2768011,2.0737212
"you sell 106 ham products but no smoked ham anymore, why?",-1.6657846,0.9277783
Hey  we run a Children in Care activity days - for 60 young people in care across Dorset. They want to make ginger bread houses at our Winter Wonderland session December 19th. Can you help us?,0.07203604,0.381766
"First  we're running late; now they are not coming at all. Strongly suspect they could have let me know earlier! 
#Tesco",2.397002,-1.6312766
So I’ve got myself into a right little pickle.... Where do I go food shopping.... Who has the better salad bar @Morrisons or  I normally go to @AldiUK but Pete wants  stuff from the salad bar and pear squash,-0.22745068,0.11499366
Every supermarket has a duty to stop smoking by the main store entrances. By the time I’ve walked in I feel like I’ve smoked 100 fags. It’s disgusting. Plus my baby has to inhale it. #smokers really are careless and selfish people.  @123088 @117249 @Morrisons @sainsburys,3.3452077,-0.93116367
"@AldiUK  are planning to donate their unsold food to charity when they close on Christmas Eve.  Are you planning to do the same, @117250 @sainsburys  @Morrisons @117246 ?",0.6593904,0.2979607
"receipt includes 3× ""food jars"" -what is this? Can't match it to anything I bought.. https://t.co/kYGxHC5uLW",1.4917036,2.5240395
have your stores sold out of the glitter reindeer glass baubles £4? I dont have a product code,0.2402498,-1.3233049
I have ordered my Christmas shopping for the 21st December (flexi slot - as only slot left near to Christmas). Will my turkey crown be fresh to cook on the 25th? Is the use by date long enough?,-1.5778824,0.91992354
wooburn green - sort your stock out or employ people who can. You have had no stock for weeks!!!,0.750065,-1.224606
"Hi  I'm waiting on a 1hr slot for order 154454820, booked 13.00-17.00 and was told I would get a 1hr slot on the day",4.8792944,-2.8624718
"Two weeks ago, and then today. Both on a Monday. Terrible.  https://t.co/GbpUYq15Yg",-0.905576,1.0584766
lovely customer service...not even a hello or tell me how much my bill is! #shockingcustomerservice,3.5986238,-1.1903561
Any instructions about this ? Tried using both colours and no change. 😕 https://t.co/EivwX2kFJw,3.2908337,1.6875023
Went into the hemsworth store today to pick up the £15 Yankee candle set to be told it was sold out. Only to find a store employee saving 2 for herself don’t think that’s appropriate.,0.3706369,-1.2610766
"hello, I ordered groceries but I got an email saying there was an issue with payment, but my bank confirmed it’s been taken from my account..",3.2080207,-2.8608572
"one of the very few products that I might buy from Tesco I have decided to give it my own new name ""Everyday Even Less Value"" https://t.co/fC5wshZmk3",1.4835941,-1.0694449
!!! https://t.co/KhZbVQQApL,3.4594274,1.9051054
"At least 2 pints of milk in bottom of my fridge, from your leaky 4pt milk containers, this happens too often. It's really annoying.😡 https://t.co/8xkfnfQP7h",-1.2028718,-0.6026314
confused as to why i haven’t received any shoutouts/vouchers/money for my passionate reviews on your delectable chicken products? https://t.co/noccjuPwcT,-2.774301,1.2125508
now have a smashed samsung s7 thanks to an early Tesco delivery blocking my drive and forcing me to get my two children out on the road where in my hurry I dropped my phone on the road. Unhappy 😢,2.2035487,-2.0222557
"Thank you  for the wonderfully polite and helpful staff at your Cardiff (Excelsior Rd) store, helping me with what seemed like 101 questions this afternoon. #happymummy #HappyFriday",2.2348733,-0.26434076
"Please  consider switching back your online grocery shopping format. Just much more fiddly to find what I want, and hasn't saved my last shop. #Tesco",2.1842287,-3.8972104
is it policy that your staff are not permitted to accept Scottish £50 notes? Embarrassing episode this evening in one of your stores.,-0.13830134,-2.7433927
"Hi, I emailed your Opticians Help Desk on Monday and I haven't received any reply regarding my appointment.",5.137872,-0.19654742
what sort of Tuna Sandwich is this 😡 https://t.co/FeIhM35jeO,-2.0358915,1.5995365
bought your Finest cheese scones but they have so much pepper they are inedible :(,-1.8134713,0.49828553
"The incompetence of @115830 and @AmazonHelp increases exponentially. Having had the items returned, INSTEAD of refunding me, they've only gone and made 'a replacement order'! This is after my son went to Tescos after Amazon's constant failure to supply the item we pre-ordered.",1.9449561,-1.8541466
Yay ... booking my  Christmas Delivery slot booking was soooooo much easier this year,5.1566877,-2.8104568
new updated grocery site. Why have you got rid of ‘add all to basket’ I use this every week from previous orders 😡,2.4776752,-4.5186114
I ordered a photo mug online on 01/11 and it still hasn’t arrived. No help from your email address either! What do I do? 22 days later...,3.7965956,-2.6268952
Listening to @256593 whilst ordering the Christmas food online  #ashes#life😀,0.97799766,0.3759855
not how I expect my mixed veg medley to look like! Bad carrots! https://t.co/myeXrjKQ8I,-1.8555497,2.499467
Is there a red @167522 shortage at the moment? Every time I'm in  or @117248 they never bloody have any!,0.32072106,-0.5104267
virtually no jam in my jam doughnut! Rubbish &amp; very disappointing! https://t.co/Gk44ZAfC7u,0.34416795,1.8328099
"Credit where it’s due, good customer service from , thank you",3.6991432,-1.5697523
Hey  this pâté is incredible. Please don't delist it :( https://t.co/6oax0fhoG0,1.0077236,1.2206783
just opened my Tesco finest goats cheese to find a load of mould. How do I get compensation for time and money wasted? https://t.co/VgwcaIJohb,-1.573803,0.1441788
"oi oi Tesco, there’s a cheap brand intruder in my shopping! That’s not what I paid for... https://t.co/wnIHWLWdqS",2.073284,-1.3129156
New  Groceries site is absolutely horrific. Takes about four times as long to do shop,2.5403295,-4.206322
Superb customer service by Karen on the Click and Collect desk   Newton Aycliffe !,2.8246133,-0.523676
Rather disappointed and upset with West Brom Tesco! No announcement for 11am silence for remembrance! Should be ashamed!,2.220094,-0.8245063
Not loving your new website... what have you done!?! #massivefail #frustrated,2.890007,-4.713341
@123088 - Can someone advise me why you are advertising #Xbox One X at £299.99 in your Xmas magazine? I have now promised my son this later to find out it’s an error. Super angry!! Also the photo ‘opposite’ is an Xbox one S!! #scammers https://t.co/3IvzV9A3a0,4.539895,-4.040706
Hi  this is said to be snapped at a store in Liverpool...is it true? https://t.co/HDjKrZIHjY,1.943704,-2.2640238
What's happened to you cranberry sage and onion bread ? Can't find it this week!😕,-1.0051504,0.82724917
home from shopping to find my GF doughnuts are chewed!! Gross and loss of money-GF food is pricey. https://t.co/H06WCqISQC,-0.06495767,1.5290415
"@tesco New rules at your Bury, Lancs car park prohibit users from ""leaving the site by any other means"". As well as inconveniencing many 1/3",2.6571696,-0.87123394
FYI your store in Kensington Olympia stinks of TCP (or some such thing) and my newly bought blueberries now also smell the same 😖,2.5022562,0.24697013
"delivery late again 
:( Why do I bother with Tesco? I wonder what items will be substituted this time?",2.2955654,-1.450082
have started your delivery saver although i can't seem to pick a slot that doesn't charge! please help https://t.co/tCul8j3oDp,4.979659,-3.1037614
".@sainsburys  @117249 @117250 Please stop using non-recyclable plastic, and cut your packaging. It’s killing the only planet we’ve got https://t.co/Achg6ntZiY",1.081351,2.9479752
. Ya’ll the glitter on your Christmas range is too much. It’s EVERYWHERE! https://t.co/reWNx7DnbP,1.6505306,0.75600415
"There was a stone in my potato. It hurt when i bit it. Please tell your fields to stop this tomfoolery. 
From
Johnathan, Age 26 3/4.",-1.2363826,2.5560424
Another IT problem with online Tesco's groceries. When will it be fixed? - staff don't know. Bad business #grumpy,2.4310796,-3.332979
still waiting for yesterdays delivery. No contact from tesco. #awfulservice,2.5651672,-1.8758191
"Isaac had a great time being a little elf today for Leanne in Tesco Middleton Extra. 

Thank you Leanne. https://t.co/ffXES0MhJr",2.0167952,0.09311809
I cannot believe that 4 days after triple charging me for my order and filling in several online customer forms to complain - no response from you. Extremely negligent customer treatment.,3.6285567,-2.2603168
Tesco staff apprehended a #shoplifter nicking a bottle of Lucozade! Chase on the high street was impressively fast. Now banned from Tesco https://t.co/sEw3vfF9Og,2.449337,-0.96826416
Where’s the pepperoni then  https://t.co/MCJ4sSppb1,-1.33614,2.641286
Thought I'd try and be good today and have something healthy. Seems healthy is trying to make me ill! Purchased today at Hednesford!! https://t.co/DgNxKS6woo,-1.0597994,1.6630737
@374687 why can’t I find you in Tesco anymore?? I’m freaking out! I need my healthy chocolate spread,1.5274755,-1.2532612
"need to sort their staff esp in #Bridgend Not 1 £5 note in store, get given pocket full of change No wonder @AldiUK is doing so well https://t.co/ZIKn5S1d3N",-0.13015786,-2.7345872
Thank you very much  @sainsburys @117250 for their contributions for the raffle for the Christmas Concert by Pamoja Gospel Choir - we’re raising money for the Hester’s Way Neighbourhood project in Cheltenham.,0.9401393,0.43331006
your #Trowbridge store cafe is a joke Staff need training to listen to allergies and NOT ignore them nearly causing serious problems!,2.373665,-0.75956297
home delivery on Thursday but out of date today but tesco  pick like it was for are self's ja right tesco you eat them them cost me more money to replace https://t.co/FN4udVLdoQ,2.4778957,-1.6821704
"the service in your Brayton, Selby store is beyond a joke",3.2902734,-0.87425274
"Hi ! If I concert my Clubcard vouchers to Uber, will there be an expiry date? Thanks",0.931172,-3.577729
Dear  I'm sure your low petrol prices at Friern Barnet are getting your tills ringing but they are also causing an awful traffic jam.,0.81729966,-2.391108
"good to see you spending money on Shettleston store. Your gents toilet mirror is still cracked despite being re-framed (wtf?!) and one your ATM lights is out. I reported these months ago, clearly it's piecemeal store attention.",2.4580004,-0.52036715
tried your Lemoncella dessert-tastes bland the look of it suggests it would be zesty far from it- tasted like sugar free diet food.. https://t.co/CDtphbGXPI,-0.6635675,2.6778734
Hi. Do you still produce the gluten free multipacks of cereal for kids?we used to see them regularly and now can't find them.Thanks,-1.2544512,0.36029804
Hahahaha was told the manager was doing like a #gtsport launch at midnight tonight at . The game is already out you fools.,4.376726,-4.5160465
Oi  do you think blocking the entire pavement while straddling a double yellow is appropriate? https://t.co/3MWWCyeT3z,4.2863994,-0.13515937
you were the only supermarket to do a great nut selection without peanuts in...leave the pecans in &amp; ditch those cheap peanuts!! https://t.co/JiLIuHo5bY,-0.049090654,2.679414
“@sainsburys sausages are far superior to ”. Discuss....,-0.39595285,0.020435642
disappointed in the quality of this ‘finest’ ham. Well within date and unopened but turned grey and smelt so bad. Only purchased on Friday 13th. https://t.co/9awOLEEHTX,-1.5964514,0.95516664
Thoroughly unimpressed with our first  click and collect order from the Huntingdon store. Many quantities incorrect and missed offers.,3.8016453,-3.2369123
"just found various bits of fluff in my meal deal salad. Put one in the bin thinking it’s flown in the air, but just found this inside a pasta tube ☹️ #LunchRuined https://t.co/LkzcZBmuVF",-1.9718988,2.6984813
@tesco Birmingham Grand Central - security keeps trying to make people use self checkouts but there's never carrier bags available.,1.9061688,2.3344302
how many pounds are those mlp toys? I am asking for a friend,0.034037884,-1.9365155
"Hey , when are you going to update the key fobs at your petrol stations? I’ve had my new fob for well over 2 months #ClubcardPoints!!",0.63881326,-4.1955876
Gotten smaller havnt they  ? https://t.co/vaj4emejll,0.8861752,1.7819896
Why is Tesco Express consistently so terrible? There're always boxes and restocking trolleys in the aisles and long queues...,2.2062113,-1.0345135
"trying to redeem the call of duty offer with 3 months of Xbox Live free, but I click step two as requested and this appears? https://t.co/9DUXfiNF4l",4.6769667,-4.414248
is this some sort of joke?? Shopping is going to take me twice as long!! #nothappy https://t.co/WxWiBatiZ6,4.121457,-2.3657503
"If you're going to put security tags on a £6 beef joint, you need to provide facilities for self scanners to zap it. It's embarrassing setting alarm off on exit and in every other shop I visit!",0.8042968,-4.9658737
My shopping will easily take twice as long like this ...... Not worth it. 2/2,4.1204967,-2.221881
The most pointless machines ever! Supposed to speed it up but end up standing like lemons waiting for your order before the guy at the desk then has to go get it for you anyway  #slow #verylittlehelp https://t.co/WqHeC0DqVD,3.3968632,0.39735508
When is Tesco Penge’s glass frontage being replaced? Been smashed for a week. Looks hideous.,2.0877054,-1.59833
"Ho  these finest goose fat potatoes are a major disappointment. Not even nice, full of oil/grease. https://t.co/sHb0Tn0PN5",-0.4254259,2.5666454
@358511 treated myself to a packet of biscuits to open them and find they’ve broken 😩  think your staff was need to look after your products https://t.co/UH0S7ftdqF,-0.18544714,0.8538963
do your 24h stores tend to release new computer games at the stroke of midnight? Looking to get the new Star Wars game from Goodmayes Tesco Extra but don't want a wasted trip,4.586689,-4.4590616
Thanks for this delicious recipe in your latest issue  such good flavours 😀👍🏻 https://t.co/VijSMLhrUi,-0.9533482,2.2927175
"our online order has been a bit of a fail again, no spinach, no cream (exploded en route) &amp; missing egg noodles which we paid for! 😭",-1.1519636,0.885812
"@sainsburys, unlike #tesco, isn't afraid to say #MerryChristmas! https://t.co/KNolNKjnVb",1.4102312,0.090194136
.  I want to change my delivery subscription. How do I get the any day rather than three days option?,4.332091,-2.9255953
@sainsburys  @117249 @117250 @117246 @AldiUK which one of you will you be the first to bring in plastic free aisle? There’s an opportunity for you here... https://t.co/Ad9C2rAP8T,0.7231051,-0.093863
"Booked a day off work. So excited to have my new sofas delivered today. Oh Tesco, how has one got lost? Little bit devastated 😔",4.9537444,-1.5646651
"I ordered some Lego online, at checkout it said website error. Money has been taken from my bank but I've had no confirmation email.",3.0710676,-3.5257251
love when I only get half my change 👍🏻👍🏻👍🏻,1.3108238,1.0882583
I thought you were still accepting old pound coins until a week after the deadline or are newspapers just making that up??,-0.38057047,-2.9473794
can you please do multipacks for Baked Beans and Sausage please please?,-1.8756288,1.1786746
